fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
4832;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Bun Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;105380;480998;POINT(105380 480998);0.24;0.7;0.3;30
4833;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.11;;Optie B;LT;105684;479560;POINT(105684 479560);0.11;0.7;0.3;30
4834;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_733;GemaalWarmte;;0.0;;Optie B;LT;105852;484500;POINT(105852 484500);0.0;0.7;0.3;30
4835;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_777;GemaalWarmte;;0.0;;Optie B;LT;105952;477400;POINT(105952 477400);0.0;0.7;0.3;30
4836;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Hofman Supermarkten BV;Supermarkt;;0.05;;Optie B;LT;106154;480356;POINT(106154 480356);0.05;0.7;0.3;30
4837;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_43;GemaalWarmte;;3.0;;Optie B;LT;106272;482271;POINT(106272 482271);3.0;0.7;0.3;30
4838;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_44;GemaalWarmte;;3.0;;Optie B;LT;106432;491022;POINT(106432 491022);3.0;0.7;0.3;30
4839;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Hoogvliet BV;Supermarkt;;0.24;;Optie B;LT;106579;484959;POINT(106579 484959);0.24;0.7;0.3;30
4840;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;106598;479696;POINT(106598 479696);0.11;0.7;0.3;30
4841;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Ambachtelijke Bakkerij Van Leeuwen BV;Bakkerij;;0.0;;Optie B;LT;106727;472606;POINT(106727 472606);0.0;0.7;0.3;30
4842;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Dataplace  Graan voor Visch Zuid;Datacenter;;4.0;;Optie B;LT;107061;478277;POINT(107061 478277);4.0;0.7;0.3;30
4843;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_764;GemaalWarmte;;1.0;;Optie B;LT;107152;479400;POINT(107152 479400);1.0;0.7;0.3;30
4844;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;VOF Bouwens Ravestein Supermarkten   Slijterijen;Supermarkt;;0.24;;Optie B;LT;107244;491740;POINT(107244 491740);0.24;0.7;0.3;30
4845;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_734;GemaalWarmte;;0.0;;Optie B;LT;107352;484400;POINT(107352 484400);0.0;0.7;0.3;30
4846;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_714;GemaalWarmte;;4.0;;Optie B;LT;107552;489200;POINT(107552 489200);4.0;0.7;0.3;30
4847;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;107719;479518;POINT(107719 479518);0.49;0.7;0.3;30
4848;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Adusem BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;107791;479317;POINT(107791 479317);5.0;0.7;0.3;50
4849;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Food Village  Schiphol  BV;Supermarkt;;0.24;;Optie B;LT;108034;475598;POINT(108034 475598);0.24;0.7;0.3;30
4850;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;CyrusOne  Polanerpark;Datacenter;;72.0;;Optie B;LT;108265;488486;POINT(108265 488486);72.0;0.7;0.3;30
4851;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;e Shelter  Aviolanda;Datacenter;;40.0;;Optie B;LT;108508;477454;POINT(108508 477454);40.0;0.7;0.3;30
4852;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_718;GemaalWarmte;;4.0;;Optie B;LT;108652;488500;POINT(108652 488500);4.0;0.7;0.3;30
4853;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Mccain Foods Holland BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;108921;478405;POINT(108921 478405);24.0;0.7;0.3;30
4854;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Super J  Dekker Rijsenhout BV;Supermarkt;;0.11;;Optie B;LT;109107;474720;POINT(109107 474720);0.11;0.7;0.3;30
4855;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_709;GemaalWarmte;;0.0;;Optie B;LT;109252;491000;POINT(109252 491000);0.0;0.7;0.3;30
4856;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Cogent Datacenter Amsterdam;Datacenter;;4.0;;Optie B;LT;109382;488727;POINT(109382 488727);4.0;0.7;0.3;30
4857;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_767;GemaalWarmte;;3.0;;Optie B;LT;110452;479000;POINT(110452 479000);3.0;0.7;0.3;30
4858;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Bakkersland Zwanenburg BV;Bakkerij;;0.0;;Optie B;LT;110548;488816;POINT(110548 488816);0.0;0.7;0.3;30
4859;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 10;Datacenter;;26.0;;Optie B;LT;110803;476467;POINT(110803 476467);26.0;0.7;0.3;30
4860;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;A L  Hoogesteger Fresh Specialist BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;110824;488202;POINT(110824 488202);24.0;0.7;0.3;30
4861;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Freshport BV;KoelVries;;2.0;;Optie B;LT;110939;478808;POINT(110939 478808);2.0;0.7;0.3;30
4862;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_732;GemaalWarmte;;0.0;;Optie B;LT;110952;485100;POINT(110952 485100);0.0;0.7;0.3;30
4863;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_728;GemaalWarmte;;0.0;;Optie B;LT;111052;486100;POINT(111052 486100);0.0;0.7;0.3;30
4864;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 8;Datacenter;;15.0;;Optie B;LT;111062;476659;POINT(111062 476659);15.0;0.7;0.3;30
4865;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Basefarm BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;111146;476905;POINT(111146 476905);5.0;0.7;0.3;50
4866;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Cargill Meats Holland BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;111478;479695;POINT(111478 479695);24.0;0.7;0.3;30
4867;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Onbekend slachthuis 258;Slachthuis;;3.0;;Optie B;LT;111539;486095;POINT(111539 486095);3.0;0.7;0.3;30
4868;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Atom86;Datacenter;;7.0;;Optie B;LT;111566;476520;POINT(111566 476520);7.0;0.7;0.3;30
4869;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Gebr  Verburg I  BV;Supermarkt;;0.11;;Optie B;LT;111626;488083;POINT(111626 488083);0.11;0.7;0.3;30
4870;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 5;Datacenter;;15.0;;Optie B;LT;111808;477084;POINT(111808 477084);15.0;0.7;0.3;30
4871;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interoute Communications Ltd;Datacenter;;13.0;;Optie B;LT;111930;477009;POINT(111930 477009);13.0;0.7;0.3;30
4872;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Autodata Nederland BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;112316;478374;POINT(112316 478374);5.0;0.7;0.3;50
4873;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_731;GemaalWarmte;;0.0;;Optie B;LT;112352;485200;POINT(112352 485200);0.0;0.7;0.3;30
4874;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Food Village  Schiphol  BV;Supermarkt;;0.24;;Optie B;LT;112435;480465;POINT(112435 480465);0.24;0.7;0.3;30
4875;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;World of Delights Schiphol BV;Supermarkt;;0.11;;Optie B;LT;112508;480453;POINT(112508 480453);0.11;0.7;0.3;30
4876;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 7;Datacenter;;13.0;;Optie B;LT;112589;477228;POINT(112589 477228);13.0;0.7;0.3;30
4877;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 6;Datacenter;;10.0;;Optie B;LT;112612;477662;POINT(112612 477662);10.0;0.7;0.3;30
4878;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;EdgeConnex;Datacenter;;18.0;;Optie B;LT;112619;477521;POINT(112619 477521);18.0;0.7;0.3;30
4879;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Equant  Schiphol Rijk  Equant;Datacenter;;0.0;;Optie B;LT;112719;477288;POINT(112719 477288);13.0;0.7;0.3;30
4880;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Interxion AMS 3;Datacenter;;10.0;;Optie B;LT;112952;477537;POINT(112952 477537);10.0;0.7;0.3;30
4881;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Maincubes;Datacenter;;20.0;;Optie B;LT;113078;477309;POINT(113078 477309);20.0;0.7;0.3;30
4882;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_779;GemaalWarmte;;3.0;;Optie B;LT;113352;477300;POINT(113352 477300);3.0;0.7;0.3;30
4883;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_746;GemaalWarmte;;0.0;;Optie B;LT;113352;481800;POINT(113352 481800);0.0;0.7;0.3;30
4884;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;113456;483350;POINT(113456 483350);0.11;0.7;0.3;30
4885;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;113531;483538;POINT(113531 483538);0.49;0.7;0.3;30
4886;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;LIDL Nederland GmbH;Supermarkt;;0.05;;Optie B;LT;113552;483605;POINT(113552 483605);0.05;0.7;0.3;30
4887;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;NLDC   Oude Meer  Schiphol Rijk;Datacenter;;15.0;;Optie B;LT;113782;478124;POINT(113782 478124);15.0;0.7;0.3;30
4888;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;KPN CyberCenter Oude Meer  Oude Meer;Datacenter;;0.0;;Optie B;LT;113859;478219;POINT(113859 478219);13.0;0.7;0.3;30
4889;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;NLDC;Datacenter;;0.0;;Optie B;LT;114131;478456;POINT(114131 478456);13.0;0.7;0.3;30
4890;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;W_Gemaal_763;GemaalWarmte;;3.0;;Optie B;LT;114952;479500;POINT(114952 479500);3.0;0.7;0.3;30
4891;Noord-Holl;Haarlemmermeer;GM0394;Noord-Holl;ES16;Verizon Schiphol;Datacenter;;13.0;;Optie B;LT;115080;481757;POINT(115080 481757);13.0;0.7;0.3;30
4892;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Goemans Versbakkerij BV;Bakkerij;;0.0;;Optie B;LT;105232;502064;POINT(105232 502064);0.0;0.7;0.3;30
4893;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;105298;502475;POINT(105298 502475);0.11;0.7;0.3;30
4894;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;105351;502141;POINT(105351 502141);0.24;0.7;0.3;30
4895;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;106114;502823;POINT(106114 502823);0.24;0.7;0.3;30
4896;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Deka Supermarkten BV;Supermarkt;;0.05;;Optie B;LT;106248;502788;POINT(106248 502788);0.05;0.7;0.3;30
4897;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;106383;502698;POINT(106383 502698);0.11;0.7;0.3;30
4898;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Bakker Meijer CV;Bakkerij;;0.0;;Optie B;LT;106551;502718;POINT(106551 502718);0.0;0.7;0.3;30
4899;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Supermarkt Roemer BV;Supermarkt;;0.49;;Optie B;LT;106772;503028;POINT(106772 503028);0.49;0.7;0.3;30
4900;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.05;;Optie B;LT;106839;500991;POINT(106839 500991);0.05;0.7;0.3;30
4901;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;LIDL Nederland GmbH;Supermarkt;;0.11;;Optie B;LT;107365;501030;POINT(107365 501030);0.11;0.7;0.3;30
4902;Noord-Holl;Heemskerk;GM0396;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;107808;500759;POINT(107808 500759);0.11;0.7;0.3;30
4903;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;101673;486033;POINT(101673 486033);0.24;0.7;0.3;30
4904;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;102750;485643;POINT(102750 485643);0.49;0.7;0.3;30
4905;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Tummers Passionelle BV;Bakkerij;;0.0;;Optie B;LT;102775;485487;POINT(102775 485487);0.0;0.7;0.3;30
4906;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;102778;485532;POINT(102778 485532);0.11;0.7;0.3;30
4907;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Van Maanen Verkoop BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102789;485387;POINT(102789 485387);24.0;0.7;0.3;30
4908;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Deka Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;102835;485008;POINT(102835 485008);0.11;0.7;0.3;30
4909;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Van der Hulst Supermarkt BV;Supermarkt;;0.11;;Optie B;LT;103318;486071;POINT(103318 486071);0.11;0.7;0.3;30
4910;Noord-Holl;Heemstede;GM0397;Noord-Holl;ES16;Newasco Van Houten B V   HEEMSTEDE;Wasserij;;2.0;;Optie B;LT;103369;484531;POINT(103369 484531);2.0;0.7;0.3;30
4911;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;LIDL Nederland GmbH;Supermarkt;;0.11;;Optie B;LT;107611;513168;POINT(107611 513168);0.11;0.7;0.3;30
4912;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.11;;Optie B;LT;107631;513145;POINT(107631 513145);0.11;0.7;0.3;30
4913;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;W_Gemaal_583;GemaalWarmte;;0.0;;Optie B;LT;108252;514300;POINT(108252 514300);0.0;0.7;0.3;30
4914;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.0;;Optie B;LT;108544;512681;POINT(108544 512681);0.0;0.7;0.3;30
4915;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Secure Internet Machines  SIM  BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;108678;511411;POINT(108678 511411);5.0;0.7;0.3;50
4916;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Banketbakkerij C  van Velzen;Bakkerij;;0.0;;Optie B;LT;109035;512553;POINT(109035 512553);0.0;0.7;0.3;30
4917;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;WJM vd Berg thodn Kaashuis Tromp Heiloo;Supermarkt;;0.05;;Optie B;LT;109247;513297;POINT(109247 513297);0.05;0.7;0.3;30
4918;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;109266;513341;POINT(109266 513341);0.49;0.7;0.3;30
4919;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;109271;511850;POINT(109271 511850);0.24;0.7;0.3;30
4920;Noord-Holl;Heiloo;GM0399;Noord-Holl;ES15;Echte Bakker Firma Piet Kerssens BV;Bakkerij;;0.0;;Optie B;LT;111640;511706;POINT(111640 511706);0.0;0.7;0.3;30
4921;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.49;;Optie B;LT;111430;544447;POINT(111430 544447);0.49;0.7;0.3;30
4922;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.24;;Optie B;LT;111550;550377;POINT(111550 550377);0.24;0.7;0.3;30
4923;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;111601;550955;POINT(111601 550955);0.24;0.7;0.3;30
4924;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;112387;545874;POINT(112387 545874);0.11;0.7;0.3;30
4925;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Jacques  Kruidenboter BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;112459;549946;POINT(112459 549946);24.0;0.7;0.3;30
4926;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;112911;552535;POINT(112911 552535);0.24;0.7;0.3;30
4927;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.24;;Optie B;LT;113002;552802;POINT(113002 552802);0.24;0.7;0.3;30
4928;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Boonstra Retail BV;Supermarkt;;0.49;;Optie B;LT;113074;552000;POINT(113074 552000);0.49;0.7;0.3;30
4929;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;113241;552833;POINT(113241 552833);0.11;0.7;0.3;30
4930;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Onbekend slachthuis 162;Slachthuis;;3.0;;Optie B;LT;113481;551201;POINT(113481 551201);3.0;0.7;0.3;30
4931;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOF Versbakkerij Dunselman;Bakkerij;;0.0;;Optie B;LT;113510;550037;POINT(113510 550037);0.0;0.7;0.3;30
4932;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;113521;550015;POINT(113521 550015);0.24;0.7;0.3;30
4933;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;Dataport  Den Helder;Datacenter;;13.0;;Optie B;LT;113640;550859;POINT(113640 550859);13.0;0.7;0.3;30
4934;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;113651;552039;POINT(113651 552039);0.11;0.7;0.3;30
4935;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;VOF Versbakkerij Dunselman;Bakkerij;;0.0;;Optie B;LT;114271;550610;POINT(114271 550610);0.0;0.7;0.3;30
4936;Noord-Holl;Den Helder;GM0400;Noord-Holl;ES15;W_Gemaal_408;GemaalWarmte;;0.0;;Optie B;LT;114752;551200;POINT(114752 551200);0.0;0.7;0.3;30
4937;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;W_Gemaal_782;GemaalWarmte;;0.0;;Optie B;LT;135552;477100;POINT(135552 477100);0.0;0.7;0.3;30
4938;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;W_Gemaal_794;GemaalWarmte;;0.0;;Optie B;LT;137052;476300;POINT(137052 476300);0.0;0.7;0.3;30
4939;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn Hilversumse Meent BV;Supermarkt;;0.11;;Optie B;LT;137972;475894;POINT(137972 475894);0.11;0.7;0.3;30
4940;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;138157;469807;POINT(138157 469807);0.49;0.7;0.3;30
4941;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.11;;Optie B;LT;139179;469626;POINT(139179 469626);0.11;0.7;0.3;30
4942;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Hoogvliet BV;Supermarkt;;0.11;;Optie B;LT;139233;469192;POINT(139233 469192);0.11;0.7;0.3;30
4943;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Vers Supermarkt Jan Jongerius BV;Supermarkt;;0.05;;Optie B;LT;139477;469147;POINT(139477 469147);0.05;0.7;0.3;30
4944;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Cellnex  vml Alticom;Datacenter;;0.1;;Optie B;LT;139821;472733;POINT(139821 472733);0.1;0.7;0.3;30
4945;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;140014;469735;POINT(140014 469735);0.24;0.7;0.3;30
4946;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Ericsson   Redbee Broadcast Services;Datacenter;;0.0;;Optie B;LT;140105;472603;POINT(140105 472603);13.0;0.7;0.3;30
4947;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Data Hotel Hilversum  Hilversum;Datacenter;;0.0;;Optie B;LT;140237;472269;POINT(140237 472269);13.0;0.7;0.3;30
4948;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;NEP  vml TCN;Datacenter;;0.7;;Optie B;LT;140344;471918;POINT(140344 471918);0.7;0.7;0.3;30
4949;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.24;;Optie B;LT;140542;470456;POINT(140542 470456);0.24;0.7;0.3;30
4950;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Florijn Supermarkt;Supermarkt;;0.24;;Optie B;LT;140577;472236;POINT(140577 472236);0.24;0.7;0.3;30
4951;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Maxent BV;Bakkerij;;0.0;;Optie B;LT;140594;471001;POINT(140594 471001);0.0;0.7;0.3;30
4952;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Banketbakkerij Burgt;Bakkerij;;0.0;;Optie B;LT;140725;470411;POINT(140725 470411);0.0;0.7;0.3;30
4953;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Hoogvliet BV;Supermarkt;;0.11;;Optie B;LT;140738;470934;POINT(140738 470934);0.11;0.7;0.3;30
4954;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Stationsfoodstore BV;Supermarkt;;0.49;;Optie B;LT;140931;470967;POINT(140931 470967);0.49;0.7;0.3;30
4955;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;C  van Dam Hilversum BV;Supermarkt;;0.11;;Optie B;LT;141422;471667;POINT(141422 471667);0.11;0.7;0.3;30
4956;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.11;;Optie B;LT;141671;471610;POINT(141671 471610);0.11;0.7;0.3;30
4957;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Hoogvliet BV;Supermarkt;;0.11;;Optie B;LT;141671;471610;POINT(141671 471610);0.11;0.7;0.3;30
4958;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Plus Hilversum;Supermarkt;;0.24;;Optie B;LT;141854;470086;POINT(141854 470086);0.24;0.7;0.3;30
4959;Noord-Holl;Hilversum;GM0402;Noord-Holl;ES16;Vaartjes  Supermarkt Tarthorst BV;Supermarkt;;0.49;;Optie B;LT;142150;469284;POINT(142150 469284);0.49;0.7;0.3;30
4960;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;131263;516913;POINT(131263 516913);0.24;0.7;0.3;30
4961;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Kunstijsbaan De Westfries;IJsbaan;;0.0;;Optie B;LT;131583;518702;POINT(131583 518702);0.0;0.7;0.3;30
4962;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.49;;Optie B;LT;132023;519869;POINT(132023 519869);0.49;0.7;0.3;30
4963;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;132282;517687;POINT(132282 517687);0.49;0.7;0.3;30
4964;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;W_Gemaal_563;GemaalWarmte;;2.0;;Optie B;LT;132452;518400;POINT(132452 518400);2.0;0.7;0.3;30
4965;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;VOF Sarlemijn;Bakkerij;;0.0;;Optie B;LT;132507;517252;POINT(132507 517252);0.0;0.7;0.3;30
4966;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;132574;518943;POINT(132574 518943);0.49;0.7;0.3;30
4967;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;132615;517107;POINT(132615 517107);0.11;0.7;0.3;30
4968;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;VOF v d  Berg s Banketbakkerij;Bakkerij;;0.0;;Optie B;LT;132846;517084;POINT(132846 517084);0.0;0.7;0.3;30
4969;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Stam Vlees Hoorn BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;132857;520044;POINT(132857 520044);24.0;0.7;0.3;30
