fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
4970;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Onbekend slachthuis 300;Slachthuis;;3.0;;Optie B;LT;132858;520042;POINT(132858 520042);3.0;0.7;0.3;30
4971;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;132902;518152;POINT(132902 518152);0.49;0.7;0.3;30
4972;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;133905;520150;POINT(133905 520150);0.24;0.7;0.3;30
4973;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;W_Gemaal_566;GemaalWarmte;;0.0;;Optie B;LT;134252;517400;POINT(134252 517400);0.0;0.7;0.3;30
4974;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;LIDL Nederland GmbH;Supermarkt;;0.11;;Optie B;LT;134252;517512;POINT(134252 517512);0.11;0.7;0.3;30
4975;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Aldi;Supermarkt;;0.05;;Optie B;LT;134593;519246;POINT(134593 519246);0.05;0.7;0.3;30
4976;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;134627;518267;POINT(134627 518267);0.24;0.7;0.3;30
4977;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;134787;519334;POINT(134787 519334);0.24;0.7;0.3;30
4978;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;134932;520580;POINT(134932 520580);0.11;0.7;0.3;30
4979;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;135470;518441;POINT(135470 518441);0.49;0.7;0.3;30
4980;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Corda Banket BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;135674;517161;POINT(135674 517161);24.0;0.7;0.3;30
4981;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Onbekend slachthuis 292;Slachthuis;;3.0;;Optie B;LT;135727;516828;POINT(135727 516828);3.0;0.7;0.3;30
4982;Noord-Holl;Hoorn;GM0405;Noord-Holl;ES15;Onbekend slachthuis 298;Slachthuis;;3.0;;Optie B;LT;135957;519231;POINT(135957 519231);3.0;0.7;0.3;30
4983;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;KPN Bunker  Bussum;Datacenter;;13.0;;Optie B;LT;142024;475840;POINT(142024 475840);13.0;0.7;0.3;30
4984;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;144615;478813;POINT(144615 478813);0.49;0.7;0.3;30
4985;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Bakkerij Kruijmer BV;Bakkerij;;0.0;;Optie B;LT;144618;479191;POINT(144618 479191);0.0;0.7;0.3;30
4986;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;F    B  VOF;Bakkerij;;0.0;;Optie B;LT;144631;478791;POINT(144631 478791);0.0;0.7;0.3;30
4987;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;LIDL Nederland GmbH;Supermarkt;;0.24;;Optie B;LT;144864;479636;POINT(144864 479636);0.24;0.7;0.3;30
4988;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;ASP4All Hosting BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;145215;479880;POINT(145215 479880);5.0;0.7;0.3;50
4989;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Jan Veerman Vis BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;145283;479802;POINT(145283 479802);24.0;0.7;0.3;30
4990;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Onbekend slachthuis 303;Slachthuis;;3.0;;Optie B;LT;145284;479802;POINT(145284 479802);3.0;0.7;0.3;30
4991;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Coop Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;145325;478044;POINT(145325 478044);0.11;0.7;0.3;30
4992;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Boni Markten BV;Supermarkt;;0.24;;Optie B;LT;145925;479400;POINT(145925 479400);0.24;0.7;0.3;30
4993;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Jumbo Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;145940;478221;POINT(145940 478221);0.24;0.7;0.3;30
4994;Noord-Holl;Huizen;GM0406;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;146525;478509;POINT(146525 478509);0.49;0.7;0.3;30
6054;Utrecht;Utrecht;GM0344;U16;ES14;W_Gemaal_83;GemaalWarmte;;0.0;;Optie B;LT;132499;449281;POINT(132499 449281);0.0;0.7;0.3;30
4995;Noord-Holl;Landsmeer;GM0415;Noord-Holl;ES16;Adriaan Goede BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;122351;493008;POINT(122351 493008);24.0;0.7;0.3;30
4996;Noord-Holl;Landsmeer;GM0415;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;122778;493650;POINT(122778 493650);0.24;0.7;0.3;30
4997;Noord-Holl;Landsmeer;GM0415;Noord-Holl;ES16;Plemp Super BV;Supermarkt;;0.11;;Optie B;LT;122859;493561;POINT(122859 493561);0.11;0.7;0.3;30
4998;Noord-Holl;Landsmeer;GM0415;Noord-Holl;ES16;Onbekend slachthuis 320;Slachthuis;;3.0;;Optie B;LT;123787;499735;POINT(123787 499735);3.0;0.7;0.3;30
4999;Noord-Holl;Landsmeer;GM0415;Noord-Holl;ES16;W_Gemaal_665;GemaalWarmte;;3.0;;Optie B;LT;125052;499300;POINT(125052 499300);3.0;0.7;0.3;30
5000;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Firma Th P  Schoutsen;Bakkerij;;0.0;;Optie B;LT;130396;521680;POINT(130396 521680);0.0;0.7;0.3;30
5001;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;130432;521635;POINT(130432 521635);0.49;0.7;0.3;30
5002;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;W_Gemaal_519;GemaalWarmte;;0.0;;Optie B;LT;131452;527200;POINT(131452 527200);0.0;0.7;0.3;30
5003;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Grasdrogerij Hartog BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;131474;529364;POINT(131474 529364);24.0;0.7;0.3;30
5004;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Hulst Albert Heijn BV;Supermarkt;;0.11;;Optie B;LT;132677;522782;POINT(132677 522782);0.11;0.7;0.3;30
5005;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Onbekend slachthuis 345;Slachthuis;;3.0;;Optie B;LT;133623;530862;POINT(133623 530862);3.0;0.7;0.3;30
5006;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Van der Werk Haga VOF;Supermarkt;;0.05;;Optie B;LT;133842;530243;POINT(133842 530243);0.05;0.7;0.3;30
5007;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Koel  en Vrieshuis Medemblik BV;KoelVries;;2.0;;Optie B;LT;135136;530617;POINT(135136 530617);2.0;0.7;0.3;30
5008;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Meo BV;KoelVries;;2.0;;Optie B;LT;135568;531529;POINT(135568 531529);2.0;0.7;0.3;30
5009;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;135659;531037;POINT(135659 531037);0.49;0.7;0.3;30
5010;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Aldi;Supermarkt;;0.05;;Optie B;LT;135775;531081;POINT(135775 531081);0.05;0.7;0.3;30
5011;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Bakkerij Raat VOF;Bakkerij;;0.0;;Optie B;LT;136089;531569;POINT(136089 531569);0.0;0.7;0.3;30
5012;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;De Krim Supermarkt BV;Supermarkt;;0.11;;Optie B;LT;136789;523254;POINT(136789 523254);0.11;0.7;0.3;30
5013;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Jumbo Supermarkten Zwaagdijk BV;Supermarkt;;0.11;;Optie B;LT;136789;523254;POINT(136789 523254);0.11;0.7;0.3;30
5014;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;W_Gemaal_515;GemaalWarmte;;0.0;;Optie B;LT;138752;528000;POINT(138752 528000);0.0;0.7;0.3;30
5015;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Bakkerij Stevers VOF;Bakkerij;;0.0;;Optie B;LT;138763;524004;POINT(138763 524004);0.0;0.7;0.3;30
5016;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;138970;526752;POINT(138970 526752);0.11;0.7;0.3;30
5017;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;VOF Bakkerij Swart;Bakkerij;;0.0;;Optie B;LT;139078;526662;POINT(139078 526662);0.0;0.7;0.3;30
5018;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;139121;526685;POINT(139121 526685);0.24;0.7;0.3;30
5019;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Koelhuis WFO;KoelVries;;2.0;;Optie B;LT;139184;524545;POINT(139184 524545);2.0;0.7;0.3;30
5020;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Hessing Zwaagdijk BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;139445;523935;POINT(139445 523935);24.0;0.7;0.3;30
5021;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;W_Gemaal_509;GemaalWarmte;;3.0;;Optie B;LT;141452;528900;POINT(141452 528900);3.0;0.7;0.3;30
5022;Noord-Holl;Medemblik;GM0420;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.24;;Optie B;LT;143780;528919;POINT(143780 528919);0.24;0.7;0.3;30
5023;Noord-Holl;Oostzaan;GM0431;Noord-Holl;ES16;Royaan BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;119384;494018;POINT(119384 494018);24.0;0.7;0.3;30
5024;Noord-Holl;Oostzaan;GM0431;Noord-Holl;ES16;Supermarkt Klaverweide BV;Supermarkt;;0.11;;Optie B;LT;120398;494512;POINT(120398 494512);0.11;0.7;0.3;30
5025;Noord-Holl;Oostzaan;GM0431;Noord-Holl;ES16;W_Gemaal_29;GemaalWarmte;;0.0;;Optie B;LT;121148;496281;POINT(121148 496281);0.0;0.7;0.3;30
5026;Noord-Holl;Opmeer;GM0432;Noord-Holl;ES15;W_Gemaal_535;GemaalWarmte;;0.0;;Optie B;LT;122052;523800;POINT(122052 523800);0.0;0.7;0.3;30
5027;Noord-Holl;Opmeer;GM0432;Noord-Holl;ES15;W_Gemaal_540;GemaalWarmte;;0.0;;Optie B;LT;123452;523000;POINT(123452 523000);0.0;0.7;0.3;30
5028;Noord-Holl;Opmeer;GM0432;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.49;;Optie B;LT;125275;523990;POINT(125275 523990);0.49;0.7;0.3;30
5029;Noord-Holl;Opmeer;GM0432;Noord-Holl;ES15;Teeling Petfood Hoogeveen B.V.;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;126403;524806;POINT(126403 524806);24.0;0.7;0.3;30
5030;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Bakkers Brigade BV;Bakkerij;;0.0;;Optie B;LT;121588;478537;POINT(121588 478537);0.0;0.7;0.3;30
5031;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Plus Retail BV;Supermarkt;;0.11;;Optie B;LT;121884;478902;POINT(121884 478902);0.11;0.7;0.3;30
5032;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Bakkerij Out;Bakkerij;;0.0;;Optie B;LT;121908;478713;POINT(121908 478713);0.0;0.7;0.3;30
5033;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_753;GemaalWarmte;;0.0;;Optie B;LT;122152;480600;POINT(122152 480600);0.0;0.7;0.3;30
5034;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Supermarkt Sluisplein BV;Supermarkt;;0.24;;Optie B;LT;122758;478907;POINT(122758 478907);0.24;0.7;0.3;30
5035;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_769;GemaalWarmte;;0.0;;Optie B;LT;123152;478900;POINT(123152 478900);0.0;0.7;0.3;30
5036;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Disk ad Publishing and Communication BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;123317;482820;POINT(123317 482820);5.0;0.7;0.3;50
5037;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_795;GemaalWarmte;;0.0;;Optie B;LT;123552;476200;POINT(123552 476200);0.0;0.7;0.3;30
5038;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Colt   Duivendrecht;Datacenter;;13.0;;Optie B;LT;123573;482358;POINT(123573 482358);13.0;0.7;0.3;30
5039;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_781;GemaalWarmte;;0.0;;Optie B;LT;123652;477200;POINT(123652 477200);0.0;0.7;0.3;30
5040;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Van der Zee Vlees BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;123683;482348;POINT(123683 482348);24.0;0.7;0.3;30
5041;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Le Nez De Saumon BV;Dienstverlening_Informatie;;0.0;;Optie B;LT;123843;483068;POINT(123843 483068);5.0;0.7;0.3;50
5042;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_50;GemaalWarmte;;0.0;;Optie B;LT;123960;478259;POINT(123960 478259);0.0;0.7;0.3;30
5043;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;Global Crossing  Amsterdam;Datacenter;;13.0;;Optie B;LT;123970;483074;POINT(123970 483074);13.0;0.7;0.3;30
5044;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;VOF Wagner;Supermarkt;;0.24;;Optie B;LT;124497;482846;POINT(124497 482846);0.24;0.7;0.3;30
5045;Noord-Holl;Ouder-Amstel;GM0437;Noord-Holl;ES16;W_Gemaal_788;GemaalWarmte;;0.0;;Optie B;LT;125252;476800;POINT(125252 476800);0.0;0.7;0.3;30
5046;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Co1peratieve Zuivelonderneming Cono BA;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;120220;507799;POINT(120220 507799);24.0;0.7;0.3;30
5047;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;W_Gemaal_602;GemaalWarmte;;0.0;;Optie B;LT;121152;511500;POINT(121152 511500);0.0;0.7;0.3;30
5048;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Chocoladefabriek     De Beemster     BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;122134;507419;POINT(122134 507419);24.0;0.7;0.3;30
5049;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Echte Bakkers Harry de Groot BV;Bakkerij;;0.0;;Optie B;LT;124513;501094;POINT(124513 501094);0.0;0.7;0.3;30
5050;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;124536;501105;POINT(124536 501105);0.11;0.7;0.3;30
5051;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Echte Bakkers Harry de Groot BV;Bakkerij;;0.0;;Optie B;LT;125011;502582;POINT(125011 502582);0.0;0.7;0.3;30
5052;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Plus;Supermarkt;;0.24;;Optie B;LT;125507;500843;POINT(125507 500843);0.24;0.7;0.3;30
5053;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.0;;Optie B;LT;125509;502624;POINT(125509 502624);0.0;0.7;0.3;30
5054;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;LIDL Nederland GmbH;Supermarkt;;0.24;;Optie B;LT;125698;502444;POINT(125698 502444);0.24;0.7;0.3;30
5055;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;W_Gemaal_658;GemaalWarmte;;3.0;;Optie B;LT;125852;500500;POINT(125852 500500);3.0;0.7;0.3;30
5056;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;125947;502565;POINT(125947 502565);0.49;0.7;0.3;30
5057;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.24;;Optie B;LT;126003;502877;POINT(126003 502877);0.24;0.7;0.3;30
5058;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Ligthart Supermarkt VOF;Supermarkt;;0.05;;Optie B;LT;126092;503688;POINT(126092 503688);0.05;0.7;0.3;30
5059;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;VOMAR Voordeelmarkt BV;Supermarkt;;0.24;;Optie B;LT;126604;500748;POINT(126604 500748);0.24;0.7;0.3;30
5060;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;VOF Mastenbroek;Bakkerij;;0.0;;Optie B;LT;126615;502439;POINT(126615 502439);0.0;0.7;0.3;30
5061;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;126625;502439;POINT(126625 502439);0.24;0.7;0.3;30
5062;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Deen Winkels BV;Supermarkt;;0.24;;Optie B;LT;126636;500803;POINT(126636 500803);0.24;0.7;0.3;30
5063;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Echte Bakkers Harry de Groot BV;Bakkerij;;0.0;;Optie B;LT;126637;500759;POINT(126637 500759);0.0;0.7;0.3;30
5064;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;W_Gemaal_620;GemaalWarmte;;0.0;;Optie B;LT;127152;508300;POINT(127152 508300);0.0;0.7;0.3;30
5065;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;W_Gemaal_639;GemaalWarmte;;2.0;;Optie B;LT;127852;503200;POINT(127852 503200);2.0;0.7;0.3;30
5066;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Uitsnijderij Dao BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;127894;501709;POINT(127894 501709);24.0;0.7;0.3;30
5067;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Hesseling Vlees BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;128533;503875;POINT(128533 503875);24.0;0.7;0.3;30
5068;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;Onbekend slachthuis 450;Slachthuis;;3.0;;Optie B;LT;128534;503881;POINT(128534 503881);3.0;0.7;0.3;30
5069;Noord-Holl;Purmerend;GM0439;Noord-Holl;ES16;W_Gemaal_635;GemaalWarmte;;2.0;;Optie B;LT;130352;503900;POINT(130352 503900);2.0;0.7;0.3;30
5070;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_499;GemaalWarmte;;0.0;;Optie B;LT;106452;530400;POINT(106452 530400);0.0;0.7;0.3;30
5071;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_505;GemaalWarmte;;0.0;;Optie B;LT;107452;529000;POINT(107452 529000);0.0;0.7;0.3;30
5072;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_520;GemaalWarmte;;0.0;;Optie B;LT;108352;526900;POINT(108352 526900);0.0;0.7;0.3;30
5073;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Van Vuure Retail BV;Supermarkt;;0.49;;Optie B;LT;108423;538999;POINT(108423 538999);0.49;0.7;0.3;30
5074;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Super aan Zee;Supermarkt;;0.05;;Optie B;LT;108492;533435;POINT(108492 533435);0.05;0.7;0.3;30
5075;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_507;GemaalWarmte;;0.0;;Optie B;LT;109252;528900;POINT(109252 528900);0.0;0.7;0.3;30
5076;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_476;GemaalWarmte;;0.0;;Optie B;LT;110052;535500;POINT(110052 535500);0.0;0.7;0.3;30
5077;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_458;GemaalWarmte;;0.0;;Optie B;LT;110352;540900;POINT(110352 540900);0.0;0.7;0.3;30
5078;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Triple Meat   Specials BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;110590;525536;POINT(110590 525536);24.0;0.7;0.3;30
5079;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_536;GemaalWarmte;;0.0;;Optie B;LT;110652;523300;POINT(110652 523300);0.0;0.7;0.3;30
5080;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_472;GemaalWarmte;;0.0;;Optie B;LT;110952;538400;POINT(110952 538400);0.0;0.7;0.3;30
5081;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Koninklijke Vezet BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;111087;525732;POINT(111087 525732);24.0;0.7;0.3;30
5082;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Blankendaal Coldstores BV;KoelVries;;2.0;;Optie B;LT;111374;528188;POINT(111374 528188);2.0;0.7;0.3;30
5083;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.05;;Optie B;LT;111423;526887;POINT(111423 526887);0.05;0.7;0.3;30
5084;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_463;GemaalWarmte;;0.0;;Optie B;LT;111652;540100;POINT(111652 540100);0.0;0.7;0.3;30
5085;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_521;GemaalWarmte;;0.0;;Optie B;LT;111752;526200;POINT(111752 526200);0.0;0.7;0.3;30
5086;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;111919;528084;POINT(111919 528084);0.11;0.7;0.3;30
5087;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_529;GemaalWarmte;;0.0;;Optie B;LT;112152;524800;POINT(112152 524800);0.0;0.7;0.3;30
5088;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_466;GemaalWarmte;;0.0;;Optie B;LT;112852;539800;POINT(112852 539800);0.0;0.7;0.3;30
5089;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_526;GemaalWarmte;;0.0;;Optie B;LT;113052;525500;POINT(113052 525500);0.0;0.7;0.3;30
5090;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_479;GemaalWarmte;;0.0;;Optie B;LT;113052;535400;POINT(113052 535400);0.0;0.7;0.3;30
5091;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_477;GemaalWarmte;;0.0;;Optie B;LT;113052;535500;POINT(113052 535500);0.0;0.7;0.3;30
5092;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_500;GemaalWarmte;;0.0;;Optie B;LT;113652;530400;POINT(113652 530400);0.0;0.7;0.3;30
5093;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_490;GemaalWarmte;;0.0;;Optie B;LT;113652;532700;POINT(113652 532700);0.0;0.7;0.3;30
5094;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;114504;533181;POINT(114504 533181);0.11;0.7;0.3;30
5095;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.11;;Optie B;LT;115010;534556;POINT(115010 534556);0.11;0.7;0.3;30
5096;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_513;GemaalWarmte;;0.0;;Optie B;LT;115052;528300;POINT(115052 528300);0.0;0.7;0.3;30
5097;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_508;GemaalWarmte;;0.0;;Optie B;LT;115052;528900;POINT(115052 528900);0.0;0.7;0.3;30
5098;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Albert Heijn BV;Supermarkt;;0.49;;Optie B;LT;115173;533598;POINT(115173 533598);0.49;0.7;0.3;30
5099;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;VOMAR Voordeelmarkt BV;Supermarkt;;0.24;;Optie B;LT;115467;533585;POINT(115467 533585);0.24;0.7;0.3;30
5100;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Deen Winkels BV;Supermarkt;;0.11;;Optie B;LT;115489;533462;POINT(115489 533462);0.11;0.7;0.3;30
5101;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Aldi;Supermarkt;;0.05;;Optie B;LT;115545;533640;POINT(115545 533640);0.05;0.7;0.3;30
5102;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Deka Supermarkten BV;Supermarkt;;0.11;;Optie B;LT;115585;533650;POINT(115585 533650);0.11;0.7;0.3;30
5103;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Albert van Zoonen BV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;115967;533057;POINT(115967 533057);24.0;0.7;0.3;30
5104;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;Onbekend slachthuis 508;Slachthuis;;3.0;;Optie B;LT;116028;532415;POINT(116028 532415);3.0;0.7;0.3;30
5105;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_525;GemaalWarmte;;0.0;;Optie B;LT;116252;525700;POINT(116252 525700);0.0;0.7;0.3;30
5106;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_487;GemaalWarmte;;0.0;;Optie B;LT;117152;533400;POINT(117152 533400);0.0;0.7;0.3;30
5107;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_512;GemaalWarmte;;0.0;;Optie B;LT;117252;528700;POINT(117252 528700);0.0;0.7;0.3;30
5108;Noord-Holl;Schagen;GM0441;Noord-Holl;ES15;W_Gemaal_480;GemaalWarmte;;0.0;;Optie B;LT;117552;534800;POINT(117552 534800);0.0;0.7;0.3;30
